Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,VisitorType,Weekend,Revenue,TotalPages,TotalDuration,PagesPerSecond,EngagementScore,PageValuePerPage,ProductFocus,HighBounce,HighExit,ActiveBuyer,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,ReturningVisitorFlag,ProductEngagement,InfoEfficiency,AdminEfficiency,PersonaCluster,PersonaType
0.0,0.0,0.0,0,0.004255319,0.116060857,0.0,0.333333335,0.0,0.0,2,0,0,0.004021448,0.108512402,0.000582751,0.108512402,0.0,0.752906977,0,1,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.022695035,0.119807125,0.09375,0.129166665,0.0,0.4,2,0,0,0.021447721,0.112015018,0.003011056,0.109914736,0.0,0.944824441,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.009929078,0.0824179,0.0,0.142857145,0.0,0.0,2,0,0,0.009383378,0.077057541,0.00191283,0.077057541,0.0,0.878391473,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.008510638,0.028794845,0.0,0.333333335,0.0,0.0,2,0,0,0.008042895,0.026922064,0.004662005,0.026922064,0.0,0.860465116,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.019980097,0.0,0.5,0.0,0.0,2,0,0,0.002680965,0.018680616,0.002229654,0.018680616,0.0,0.669250646,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.074074074,0.223864836,0.0,0,0.032624113,0.490183798,0.041666665,0.08156318,0.0,0.0,2,0,0,0.033512064,0.472862742,0.001116585,0.46892222,0.0,0.888044126,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.149243224,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.0,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.018439716,0.098421565,0.0,0.03846154,0.0,0.0,2,1,0,0.017426273,0.092020349,0.002976486,0.092020349,0.0,0.932170543,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.009402399,0.0,0.5,0.0,0.0,2,0,0,0.002680965,0.008790878,0.004662005,0.008790878,0.0,0.669250646,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.028368794,0.875941158,0.0,0.05,0.0,0.0,2,0,0,0.026809651,0.818971029,0.000515887,0.818971029,0.0,0.956072351,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.011347518,0.040009165,0.0,0.041666665,0.0,1.0,2,1,0,0.010723861,0.037407018,0.004486401,0.037407018,0.0,0.892334195,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.0,1.0,1.0,0.0,0.0,2,0,0,0.002680965,0.0,0.153846154,0.0,0.0,0.669250646,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.004255319,0.03085162,0.0,0.166666665,0.0,0.0,2,0,0,0.004021448,0.028845069,0.002177068,0.028845069,0.0,0.752906977,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.004407374,0.0,0.5,0.0,0.8,2,0,0,0.002680965,0.004120724,0.009615385,0.004120724,0.0,0.669250646,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.0,2,1,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.007092199,0.045836693,0.0,0.2,0.0,0.0,2,0,0,0.006702413,0.042855531,0.00244978,0.042855531,0.0,0.836563307,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.148148148,0.272861668,0.0,0,0.045390071,0.333621911,0.014285715,0.04761905,0.0,0.0,2,0,0,0.048257373,0.32967014,0.002305686,0.328728226,0.0,0.868217054,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.109144667,0,Segment_9
0.0,0.0,0.0,0,0.005673759,0.022330696,0.25,0.5,0.0,0.0,2,0,0,0.00536193,0.020878336,0.003996004,0.019834419,0.0,0.803100775,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.005673759,0.018510972,0.0,0.25,0.0,0.2,2,0,0,0.00536193,0.017307041,0.004807692,0.017307041,0.0,0.803100775,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.010283873,0.0,0.5,0.0,0.0,2,0,0,0.002680965,0.009615023,0.004273504,0.009615023,0.0,0.669250646,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.004255319,0.022918346,0.0,0.333333335,0.0,0.0,2,1,0,0.004021448,0.021427766,0.00292113,0.021427766,0.0,0.752906977,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.011347518,0.061556328,0.0,0.125,0.0,0.0,2,0,0,0.010723861,0.05755278,0.002923442,0.05755278,0.0,0.892334195,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.014184397,0.05396585,0.2,0.4,0.0,0.0,2,0,0,0.013404826,0.050455978,0.00416551,0.048437739,0.0,0.912614517,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.019858156,0.111800395,0.07142857,0.142857145,0.0,0.0,2,0,0,0.018766756,0.104529036,0.002822865,0.103035764,0.0,0.936950904,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.073758865,0.612990211,0.076923075,0.10176282,0.0,0.0,2,0,0,0.069705094,0.573122086,0.001916404,0.564304824,0.0,0.984934913,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.011347518,0.114004082,0.125,0.28125,0.0,0.0,2,1,0,0.010723861,0.106589398,0.001581966,0.103924663,0.0,0.892334195,0,1,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.074074074,0.076029567,0.0,0,0.007092199,0.087559836,0.0,0.142857145,0.0,0.8,2,0,0,0.009383378,0.086809922,0.001698617,0.086809922,0.0,0.627422481,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.050686378,0,Segment_9
0.0,0.0,0.0,0,0.009929078,0.018510972,0.142857145,0.357142855,0.0,0.6,2,0,0,0.009383378,0.017307041,0.008413462,0.016812554,0.0,0.878391473,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.012765957,0.141623628,0.0,0.11111111,0.0,0.0,2,0,0,0.012064343,0.132412602,0.001433349,0.132412602,0.0,0.903488372,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.037037037,0.038014784,0.0,0,0.065248227,1.0,0.0,0.00897436,0.0,0.0,2,0,0,0.063002681,0.937433672,0.001059178,0.937433672,0.0,0.962047804,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.038014784,0,Segment_9
0.0,0.0,0.0,0,0.004255319,0.006464149,0.0,0.333333335,0.0,0.6,2,0,0,0.004021448,0.006043729,0.010033445,0.006043729,0.0,0.752906977,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.021276596,0.091134707,0.0,0.033333335,0.0,0.0,2,0,0,0.020107239,0.085207418,0.003708129,0.085207418,0.0,0.941133721,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.009990048,0.0,0.25,0.0,0.4,2,0,0,0.002680965,0.009340308,0.004395604,0.009340308,0.0,0.669250646,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.005673759,0.025856596,0.0,0.25,0.0,0.0,2,0,0,0.00536193,0.024174915,0.003457217,0.024174915,0.0,0.803100775,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.031205674,0.182832577,0.015151515,0.03030303,0.0,0.2,2,0,0,0.029490617,0.170941373,0.002715295,0.170423369,0.0,0.960229188,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.019858156,0.06534667,0.085714285,0.285714285,0.0,0.0,2,0,0,0.018766756,0.061096603,0.004820605,0.060049233,0.0,0.936950904,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.004255319,0.023505996,0.333333335,0.666666665,0.0,0.2,2,0,0,0.004021448,0.021977195,0.002849003,0.020512049,0.0,0.752906977,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.015602837,0.235304817,0.0,0.01818182,0.0,0.0,2,0,0,0.014745308,0.220000883,0.001055274,0.220000883,0.0,0.920219638,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.6,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.0,2,1,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.017021277,0.077912584,0.055555555,0.130555555,0.0,0.2,2,0,0,0.016085791,0.072845246,0.003468041,0.072035854,0.0,0.926654741,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.008520924,0.0,0.5,0.0,1.0,2,1,0,0.002680965,0.007966733,0.005128205,0.007966733,0.0,0.669250646,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.005673759,0.047011993,0.0,0.375,0.0,0.0,2,0,0,0.00536193,0.043954391,0.001911132,0.043954391,0.0,0.803100775,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.005673759,0.039862252,0.25,0.125,0.0,0.4,2,0,0,0.00536193,0.037269661,0.002251407,0.035406177,0.0,0.803100775,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.2,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.6,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.148148148,0.236536431,0.083333333,0,0.05106383,0.293455224,0.0,0.073682335,0.053756297,0.2,2,0,0,0.056300268,0.289753296,0.003060189,0.289753296,0.013361395,0.8404543,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.023127247,0,0.094614572,0,Segment_9
0.0,0.0,0.0,0,0.005673759,0.030557795,0.0,0.25,0.0,0.4,2,0,0,0.00536193,0.028570354,0.002930403,0.028570354,0.0,0.803100775,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.074074074,0.067581837,0.0,0,0.022695035,0.112149021,0.05882353,0.232843135,0.0,0.6,2,0,0,0.024128686,0.109250426,0.003472943,0.107965127,0.0,0.845369237,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.045054558,0,Segment_9
0.0,0.0,0.0,0,0.008510638,0.049656417,0.0,0.083333335,0.0,0.4,2,0,0,0.008042895,0.046426825,0.002714932,0.046426825,0.0,0.860465116,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.011347518,0.117765041,0.25,0.604166665,0.0,0.0,2,0,0,0.010723861,0.110105749,0.001531569,0.104600461,0.0,0.892334195,0,1,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.019858156,0.20758733,0.0,0.035714285,0.0,0.0,2,1,0,0.018766756,0.194086107,0.001522153,0.194086107,0.0,0.936950904,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.0,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.111111111,0.370996128,0.0,0,0.038297872,0.234570255,0.0,0.06321839,0.063345308,0.8,2,0,1,0.040214477,0.243443225,0.002601194,0.243443225,0.021839549,0.874343586,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.021784126,0,0.185498064,0,Segment_9
0.148148148,0.185850053,0.0,0,0.127659574,1.0,0.01075269,0.07506517,0.0,0.0,2,0,0,0.126005362,0.947048695,0.002096856,0.945012031,0.0,0.951040392,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.074340021,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.6,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.025531915,0.265030108,0.0,0.037037035,0.0,0.0,2,0,0,0.024128686,0.247792878,0.00153335,0.247792878,0.0,0.951040392,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.2,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.0,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.028368794,0.057994516,0.125,0.2625,0.0,0.0,2,0,0,0.026809651,0.054222625,0.007755211,0.052867059,0.0,0.956072351,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.012634473,0.0,0.5,0.0,0.4,2,0,0,0.002680965,0.011812743,0.003496503,0.011812743,0.0,0.669250646,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.011347518,0.125365314,0.0,0.0625,0.0,0.0,2,0,0,0.010723861,0.117211709,0.001438935,0.117211709,0.0,0.892334195,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.004255319,0.039666369,0.0,0.333333335,0.0,0.0,2,0,0,0.004021448,0.037086517,0.001696833,0.037086517,0.0,0.752906977,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.022695035,0.172867014,0.0,0.125,0.0,0.0,2,0,0,0.021447721,0.161623958,0.002088409,0.161623958,0.0,0.944824441,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.022330696,0.0,0.25,0.0,0.6,2,0,0,0.002680965,0.020878336,0.001998002,0.020878336,0.0,0.669250646,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,1.0,2,1,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.4,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.009929078,0.06111559,0.0,0.142857145,0.0,0.0,2,1,0,0.009383378,0.057140708,0.002576371,0.057140708,0.0,0.878391473,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.005673759,0.079332738,0.0,0.083333335,0.0,0.8,2,0,0,0.00536193,0.074173034,0.001135396,0.074173034,0.0,0.803100775,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.008510638,0.011606086,0.0,0.1,0.0,0.0,2,0,0,0.008042895,0.01085124,0.011396011,0.01085124,0.0,0.860465116,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.017021277,0.110184358,0.083333335,0.291666665,0.0,0.0,2,0,0,0.016085791,0.103018103,0.002454992,0.101301135,0.0,0.926654741,0,1,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.8,2,1,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.0,2,0,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.009929078,0.044073743,0.285714285,0.42857143,0.0,0.0,2,0,0,0.009383378,0.041207241,0.00356597,0.038852542,0.0,0.878391473,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.004255319,0.040547844,0.0,0.333333335,0.0,0.0,2,0,0,0.004021448,0.037910662,0.00166021,0.037910662,0.0,0.752906977,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.009929078,0.099165922,0.142857145,0.11904762,0.0,0.4,2,0,0,0.009383378,0.092716293,0.001590728,0.090067256,0.0,0.878391473,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.026950355,0.182181265,0.0,0.039473685,0.0,0.0,2,0,0,0.025469169,0.170332421,0.002353398,0.170332421,0.0,0.953682171,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.074074074,0.152059134,0.0,0,0.021276596,0.049611213,0.0,0.05882353,0.0,0.4,2,0,0,0.022788204,0.056274299,0.006352765,0.056274299,0.0,0.836563307,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.101372756,0,Segment_9
0.0,0.0,0.0,0,0.00141844,0.0,1.0,1.0,0.0,0.0,2,1,0,0.001340483,0.0,0.076923077,0.0,0.0,0.501937984,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.015278898,0.0,0.5,0.0,0.0,2,0,0,0.002680965,0.014285177,0.002902758,0.014285177,0.0,0.669250646,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.018439716,0.190765851,0.0,0.076923075,0.0,0.0,0,0,0,0.017426273,0.178358676,0.00153787,0.178358676,0.0,0.932170543,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.038297872,0.271886024,0.01851852,0.12962963,0.0,0.6,2,0,0,0.036193029,0.254202893,0.00224209,0.253261401,0.0,0.968023256,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.009696223,0.0,0.5,0.0,0.2,2,0,0,0.002680965,0.009065593,0.004524887,0.009065593,0.0,0.669250646,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.008510638,0.46027679,0.25,0.333333335,0.0,0.2,2,0,0,0.008042895,0.430340957,0.000294442,0.408823909,0.0,0.860465116,0,1,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.005673759,0.03085162,0.0,0.125,0.0,0.6,2,0,0,0.00536193,0.028845069,0.002902758,0.028845069,0.0,0.803100775,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.041666667,0,0.009929078,0.014691248,0.19047619,0.404761905,0.0,0.6,2,0,0,0.010723861,0.013735747,0.012066365,0.013212481,0.0,0.78079242,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.0,0,0.022695035,0.189282035,0.020833335,0.158333335,0.0,0.0,2,0,0,0.021447721,0.176971366,0.001907578,0.176233985,0.0,0.944824441,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.111111111,0.077437522,0.0,0,0.053900709,0.774280989,0.0,0.04473684,0.0,0.4,2,0,0,0.054959786,0.728959152,0.001188108,0.728959152,0.0,0.908268734,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.038718761,0,Segment_9
0.148148148,0.257655755,0.0,0,0.026950355,0.178351747,0.0,0.134920635,0.048473512,1.0,2,1,1,0.030831099,0.183509581,0.00264459,0.183509581,0.021586596,0.794735142,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.01267461,0,0.103062302,0,Segment_9
0.0,0.0,0.0,0,0.008510638,0.121937356,0.0,0.166666665,0.0,0.4,2,0,0,0.008042895,0.114006701,0.001109467,0.114006701,0.0,0.860465116,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.074074074,0.13093981,0.041666667,0,0.05106383,0.612193386,0.0,0.06755125,0.0,0.8,2,0,0,0.05227882,0.580893249,0.001418084,0.580893249,0.0,0.903488372,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.087293207,0,Segment_9
0.111111111,0.247096093,0.0,0,0.024113475,0.082760695,0.03529412,0.088235295,0.0,0.0,2,0,0,0.026809651,0.093448866,0.004509413,0.092789227,0.0,0.812661499,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.123548046,0,Segment_9
0.0,0.0,0.0,0,0.002836879,0.007933274,0.75,0.75,0.0,0.0,2,0,0,0.002680965,0.007417303,0.005494505,0.006304708,0.0,0.669250646,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
0.0,0.0,0.041666667,0,0.012765957,0.063172365,0.22222222,0.37037037,0.0,0.8,2,0,0,0.013404826,0.059063713,0.003561254,0.056438659,0.0,0.821353066,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0,0.0,0,Segment_9
